tzh,0,1572943735090,1572943735302,0.212
tzh,1,1572943773417,1572943773609,0.192
tzh,1,1572943843463,1572943843591,0.128
tzh,0,1572943858811,1572943858978,0.167
tzh,0,1572943927106,1572943927106,0.0
tzh,1,1572943945327,1572943945327,0.0
tzh,0,1572945515220,1572945515220,0.0
tzh,0,1572945606224,1572945606224,0.0
tzh,1,1572945619938,1572945619938,0.0
tzh,0,1572948720965,1572948720965,0.0
tzh,0,1572948744039,1572948744039,0.0
tzh,0,1572949283555,1572949283555,0.0
wc,0,1572949409319,1572949409319,0.0
wc,0,1572949484337,1572949484337,0.0
wc,0,1572949610174,1572949610174,0.0
wc,0,1572949646130,1572949646130,0.0
wc,0,1572949675132,1572949675132,0.0
ys,0,1572949754977,1572949754977,0.0
ys,1,1572949786246,1572949786246,0.0
wql,0,1572949853243,1572949853243,0.0
wql,1,1572949871476,1572949871476,0.0
lxy,0,1572949967430,1572949967430,0.0
lxy,1,1572949991836,1572949991836,0.0
lxy,0,1572950301687,1572950301687,0.0
lxy,0,1572950336602,1572950336602,0.0
lxy,0,1572950374458,1572950374458,0.0
lxy,0,1572950390344,1572950390344,0.0
tzh,0,1572956743729,1572956743729,0.0
tzh,0,1572956865596,1572956865596,0.0
tzh,0,1572957040612,1572957040612,0.0
tzh,0,1572957057631,1572957057631,0.0
tzh,0,1572957751303,1572957751303,0.0
tzh,1,1572957765616,1572957765616,0.0
tzh,0,1572957781487,1572957781487,0.0
tzh,1,1572957794697,1572957794697,0.0
tzh,1,1572957804837,1572957804837,0.0
tzh,0,1572957822131,1572957822131,0.0
tzh,0,1572957836014,1572957836014,0.0
hy,0,1572957947455,1572957947455,0.0
hy,1,1572957968246,1572957968246,0.0
YW,0,1572958052505,1572958052505,0.0
YW,1,1572958074001,1572958074001,0.0
hy,0,1572998517036,1572998517036,0.0
hy,1,1572998533080,1572998533080,0.0
hy,0,1572998561545,1572998561545,0.0
hy,1,1572998575339,1572998575339,0.0
hy,0,1572998600863,1572998600863,0.0
hy,1,1572998614983,1572998614983,0.0
ln,0,1572999216189,1572999216189,0.0
ln,1,1572999226978,1572999226978,0.0
ln,0,1572999237782,1572999237782,0.0
ln,1,1572999246607,1572999246607,0.0
ln,0,1572999262137,1572999262137,0.0
ln,1,1572999271041,1572999271041,0.0
ln,0,1572999281290,1572999281290,0.0
ln,1,1572999291084,1572999291084,0.0
ln,0,1572999304482,1572999304482,0.0
ln,1,1572999316574,1572999316574,0.0
ln,0,1572999330397,1572999330397,0.0
ln,1,1572999338875,1572999338875,0.0
ln,0,1572999350296,1572999350296,0.0
ln,1,1572999360929,1572999360929,0.0
ln,0,1572999374788,1572999374788,0.0
ln,1,1572999382859,1572999382859,0.0
ln,0,1572999397756,1572999397756,0.0
ln,1,1572999405742,1572999405742,0.0
ln,0,1572999419480,1572999419480,0.0
ln,1,1572999429982,1572999429982,0.0
ln,0,1572999440204,1572999440204,0.0
ln,1,1572999448483,1572999448483,0.0
wql,0,1572999484333,1572999484333,0.0
wql,1,1572999497169,1572999497169,0.0
wql,0,1572999513889,1572999513889,0.0
wql,1,1572999533979,1572999533979,0.0
wql,0,1572999553794,1572999553794,0.0
wql,1,1572999568596,1572999568596,0.0
wql,0,1572999584344,1572999584344,0.0
wql,1,1572999594901,1572999594901,0.0
wql,0,1572999611855,1572999611855,0.0
wql,1,1572999625601,1572999625601,0.0
wql,0,1572999654365,1572999654365,0.0
wql,1,1572999666348,1572999666348,0.0
wql,0,1572999687403,1572999687403,0.0
wql,1,1572999699731,1572999699731,0.0
wql,0,1572999718786,1572999718786,0.0
wql,1,1572999732564,1572999732564,0.0
wql,0,1572999745192,1572999745192,0.0
wql,1,1572999755410,1572999755410,0.0
wql,0,1572999769048,1572999769048,0.0
wql,1,1572999781626,1572999781626,0.0
wc,0,1573000026378,1573000026378,0.0
wc,1,1573000047069,1573000047069,0.0
wc,0,1573000081764,1573000081764,0.0
wc,1,1573000095595,1573000095595,0.0
wc,0,1573000117231,1573000117231,0.0
wc,1,1573000130668,1573000130668,0.0
tzh,0,1573000331427,1573000331427,0.0
tzh,1,1573000342191,1573000342191,0.0
tzh,0,1573000359151,1573000359151,0.0
tzh,1,1573000369927,1573000369927,0.0
tzh,0,1573000388566,1573000388566,0.0
tzh,1,1573000397414,1573000397414,0.0
tzh,0,1573000418342,1573000418342,0.0
tzh,1,1573000428434,1573000428434,0.0
tzh,0,1573000446233,1573000446233,0.0
tzh,1,1573000455973,1573000455973,0.0
tzh,0,1573000473120,1573000473120,0.0
tzh,1,1573000482622,1573000482622,0.0
tzh,0,1573000500178,1573000500178,0.0
tzh,1,1573000509947,1573000509947,0.0
tzh,0,1573000527403,1573000527403,0.0
tzh,1,1573000538006,1573000538006,0.0
